Party,Parent Category,Category,Gas,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,1. Energy,1.B.1 Solid Fuels,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,0.63,,,,,,,,,,
Albania,1. Energy,1.B.1 Solid Fuels,CH₄,Gg,,,,,,,,,,,,,,,,0.03,,,,,,,,,,
Albania,1. Energy,1.B.2 Oil and Natural Gas,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,6.93,,,,,,,,,,
Albania,1. Energy,1.B.2 Oil and Natural Gas,CH₄,Gg,,,,,,,,,,,,,,,,0.33,,,,,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,246.29,248.28,257.85,270.8,286.84,282.89,285.22,288.13,291.62,312.82,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CH₄,Gg,,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CO₂,Gg,,,,,,,,,,,245.87,247.86,257.43,270.38,286.42,282.47,284.8,287.71,291.2,312.4,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,381.49,467.56,464.64,465.39,501.9,493.37,470.32,506.41,515.31,562.78,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,CH₄,Gg,,,,,,,,,,,0.12,0.12,0.12,0.13,0.14,0.13,0.13,0.14,0.14,0.14,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,CO₂,Gg,,,,,,,,,,,372.77,458.84,455.92,456.46,492.76,484.44,461.39,497.27,506.17,553.64,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,N₂O,Gg,,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,1817.61,1835.36,1906.07,1996.71,2115.09,2085.95,2103.11,2124.57,2150.31,2306.46,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CH₄,Gg,,,,,,,,,,,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CO₂,Gg,,,,,,,,,,,1815.93,1830.58,1901.29,1991.93,2110.1,2080.96,2098.12,2119.58,2145.32,2301.47,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,N₂O,Gg,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,659.08,940.99,973.05,1043.92,1126.65,1087.17,1024.05,1140.74,1165.0,1276.33,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,CH₄,Gg,,,,,,,,,,,4.15,4.17,4.34,4.54,4.82,4.01,4.78,4.84,4.89,4.89,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,CO₂,Gg,,,,,,,,,,,553.33,834.82,863.31,929.98,1006.83,987.46,905.07,1020.5,1040.61,1151.94,,,,,,
Albania,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,N₂O,Gg,,,,,,,,,,,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.07,,,,,,
Albania,1.B Fugitive Emissions from Fuels,1.B.1 Solid Fuels,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,0.63,,,,,,,,,,
Albania,1.B Fugitive Emissions from Fuels,1.B.1 Solid Fuels,CH₄,Gg,,,,,,,,,,,,,,,,0.03,,,,,,,,,,
Albania,1.B Fugitive Emissions from Fuels,1.B.2 Oil and Natural Gas,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,6.93,,,,,,,,,,
Albania,1.B Fugitive Emissions from Fuels,1.B.2 Oil and Natural Gas,CH₄,Gg,,,,,,,,,,,,,,,,0.33,,,,,,,,,,
Albania,2. Industrial Processes,2.A Mineral Products,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,277.0,530.0,535.0,539.0,543.0,48.0,552.0,755.0,759.0,764.0,,,,,,
Albania,2. Industrial Processes,2.A Mineral Products,CO₂,Gg,,,,,,,,,,,277.0,530.0,535.0,539.0,543.0,48.0,552.0,755.0,759.0,764.0,,,,,,
Albania,2. Industrial Processes,2.B Chemical Industry,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,
Albania,2. Industrial Processes,2.B Chemical Industry,CO₂,Gg,,,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,
Albania,2. Industrial Processes,2.C Metal Production,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,165.0,241.0,230.0,383.0,453.0,523.0,593.0,662.0,732.0,802.0,,,,,,
Albania,2. Industrial Processes,2.C Metal Production,CO₂,Gg,,,,,,,,,,,165.0,241.0,230.0,383.0,453.0,523.0,593.0,662.0,732.0,802.0,,,,,,
Albania,2. Industrial Processes,2.D Other Production,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,38.0,41.0,41.0,44.0,47.0,547.0,50.0,53.0,56.0,57.12,,,,,,
Albania,2. Industrial Processes,2.D Other Production,CO₂,Gg,,,,,,,,,,,38.0,41.0,41.0,44.0,47.0,547.0,50.0,53.0,56.0,57.12,,,,,,
Albania,2. Industrial Processes,2.F Consumption of Halocarbons and SF₆,Aggregate F-gases,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,2. Industrial Processes,2.F Consumption of Halocarbons and SF₆,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,2. Industrial Processes,2.F Consumption of Halocarbons and SF₆,HFCs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,4. Agriculture,4.A Enteric Fermentation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,1467.48,1427.37,1383.48,1393.77,1383.48,1324.47,1298.01,1211.07,1136.31,1065.75,,,,,,
Albania,4. Agriculture,4.A Enteric Fermentation,CH₄,Gg,,,,,,,,,,,69.88,67.97,65.88,66.37,65.88,63.07,61.81,57.67,54.11,50.75,,,,,,
Albania,4. Agriculture,4.B Manure Management,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,81.184,79.294,77.2033,78.244,77.194,74.884,73.204,68.553,64.3437,61.172,,,,,,
Albania,4. Agriculture,4.B Manure Management,CH₄,Gg,,,,,,,,,,,3.86,3.77,3.67,3.72,3.67,3.56,3.48,3.26,3.06,2.91,,,,,,
Albania,4. Agriculture,4.B Manure Management,N₂O,Gg,,,,,,,,,,,0.0004,0.0004,0.00043,0.0004,0.0004,0.0004,0.0004,0.0003,0.00027,0.0002,,,,,,
Albania,4. Agriculture,4.D Agricultural Soils,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,,,,,,
Albania,4. Agriculture,4.D Agricultural Soils,N₂O,Gg,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,
Albania,4. Agriculture,4.F Field Burning of Agricultural Residues,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,0.84,0.63,0.63,0.63,0.63,0.7757,0.63,0.63,0.84,0.84,,,,,,
Albania,4. Agriculture,4.F Field Burning of Agricultural Residues,CH₄,Gg,,,,,,,,,,,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,,,,,,
Albania,4. Agriculture,4.F Field Burning of Agricultural Residues,N₂O,Gg,,,,,,,,,,,,,,,,0.00047,,,,,,,,,,
Albania,5. Land-Use Change and Forestry,5.A Changes in Forest and Other Woody Biomass Stocks,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,1005.0,652.0,665.0,663.0,660.0,658.0,781.0,654.0,649.0,650.0,,,,,,
Albania,5. Land-Use Change and Forestry,5.A Changes in Forest and Other Woody Biomass Stocks,CO₂,Gg,,,,,,,,,,,1005.0,652.0,665.0,663.0,660.0,658.0,781.0,654.0,649.0,650.0,,,,,,
Albania,5. Land-Use Change and Forestry,5.B Forest and Grassland Conversion,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,43.0,390.0,150.0,40.0,-4.0,-5.0,-10.0,-9.0,-30.0,-19.0,,,,,,
Albania,5. Land-Use Change and Forestry,5.B Forest and Grassland Conversion,CO₂,Gg,,,,,,,,,,,43.0,390.0,150.0,40.0,-4.0,-5.0,-10.0,-9.0,-30.0,-19.0,,,,,,
Albania,5. Land-Use Change and Forestry,5.C Abandonment of Managed Lands,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,,,,,,
Albania,5. Land-Use Change and Forestry,5.C Abandonment of Managed Lands,CO₂,Gg,,,,,,,,,,,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,-242.0,,,,,,
Albania,5. Land-Use Change and Forestry,5.D CO₂ Emissions and Removals from Soil,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,2497.0,1707.0,1483.0,1258.0,1375.0,1304.0,1109.0,1215.0,802.0,522.0,,,,,,
Albania,5. Land-Use Change and Forestry,5.D CO₂ Emissions and Removals from Soil,CO₂,Gg,,,,,,,,,,,2497.0,1707.0,1483.0,1258.0,1375.0,1304.0,1109.0,1215.0,802.0,522.0,,,,,,
Albania,6. Waste,6.A Solid Waste Disposal on Land,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,433.86,435.54,434.7,443.31,483.0,491.82,560.91,567.84,534.87,665.28,,,,,,
Albania,6. Waste,6.A Solid Waste Disposal on Land,CH₄,Gg,,,,,,,,,,,20.66,20.74,20.7,21.11,23.0,23.42,26.71,27.04,25.47,31.68,,,,,,
Albania,6. Waste,6.B Wastewater Handling,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,156.78,157.2,156.99,158.04,164.29,161.14,162.19,162.82,162.61,162.4,,,,,,
Albania,6. Waste,6.B Wastewater Handling,CH₄,Gg,,,,,,,,,,,3.48,3.5,3.49,3.54,3.69,3.54,3.59,3.62,3.61,3.6,,,,,,
Albania,6. Waste,6.B Wastewater Handling,N₂O,Gg,,,,,,,,,,,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,,,,,,
Albania,International Bunkers,Aviation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,36.3834,36.6734,38.09552,39.8944,42.2675,21.41466,42.0275,42.4885,42.98857,46.11971,,,,,,
Albania,International Bunkers,Aviation,CH₄,Gg,,,,,,,,,,,0.0004,0.0004,0.00042,0.0004,0.0005,0.00046,0.0005,0.0005,0.00047,0.00051,,,,,,
Albania,International Bunkers,Aviation,CO₂,Gg,,,,,,,,,,,35.91,36.2,37.6,39.39,41.73,21.25,41.49,41.92,42.43,45.52,,,,,,
Albania,International Bunkers,Aviation,N₂O,Gg,,,,,,,,,,,0.0015,0.0015,0.00157,0.0016,0.0017,0.0005,0.0017,0.0018,0.00177,0.0019,,,,,,
Albania,International Bunkers,Marine,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,18.6188,18.7688,19.49274,20.4209,21.6209,41.4152,21.5009,21.7209,21.99414,23.59871,,,,,,
Albania,International Bunkers,Marine,CH₄,Gg,,,,,,,,,,,0.0008,0.0008,0.00084,0.0009,0.0009,0.0092,0.0009,0.0009,0.00094,0.00101,,,,,,
Albania,International Bunkers,Marine,CO₂,Gg,,,,,,,,,,,18.54,18.69,19.41,20.34,21.54,41.16,21.42,21.64,21.9,23.5,,,,,,
Albania,International Bunkers,Marine,N₂O,Gg,,,,,,,,,,,0.0002,0.0002,0.00021,0.0002,0.0002,0.0002,0.0002,0.0002,0.00024,0.00025,,,,,,
Albania,Memo Items,Aviation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,36.3834,36.6734,38.09552,39.8944,42.2675,21.41466,42.0275,42.4885,42.98857,46.11971,,,,,,
Albania,Memo Items,Aviation,CH₄,Gg,,,,,,,,,,,0.0004,0.0004,0.00042,0.0004,0.0005,0.00046,0.0005,0.0005,0.00047,0.00051,,,,,,
Albania,Memo Items,Aviation,CO₂,Gg,,,,,,,,,,,35.91,36.2,37.6,39.39,41.73,21.25,41.49,41.92,42.43,45.52,,,,,,
Albania,Memo Items,Aviation,N₂O,Gg,,,,,,,,,,,0.0015,0.0015,0.00157,0.0016,0.0017,0.0005,0.0017,0.0018,0.00177,0.0019,,,,,,
Albania,Memo Items,CO₂ Emissions from Biomass,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,658.0,,,,,,,,,,
Albania,Memo Items,CO₂ Emissions from Biomass,CO₂,Gg,,,,,,,,,,,,,,,,658.0,,,,,,,,,,
Albania,Memo Items,International Bunkers,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,55.0022,55.4422,57.58826,60.3153,63.8884,62.82986,63.5284,64.2094,64.98271,69.71842,,,,,,
Albania,Memo Items,International Bunkers,CH₄,Gg,,,,,,,,,,,0.0012,0.0012,0.00126,0.0013,0.0014,0.00966,0.0014,0.0014,0.00141,0.00152,,,,,,
Albania,Memo Items,International Bunkers,CO₂,Gg,,,,,,,,,,,54.45,54.89,57.01,59.73,63.27,62.41,62.91,63.56,64.33,69.02,,,,,,
Albania,Memo Items,International Bunkers,N₂O,Gg,,,,,,,,,,,0.0017,0.0017,0.00178,0.0018,0.0019,0.0007,0.0019,0.002,0.00201,0.00215,,,,,,
Albania,Memo Items,Marine,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,18.6188,18.7688,19.49274,20.4209,21.6209,41.4152,21.5009,21.7209,21.99414,23.59871,,,,,,
Albania,Memo Items,Marine,CH₄,Gg,,,,,,,,,,,0.0008,0.0008,0.00084,0.0009,0.0009,0.0092,0.0009,0.0009,0.00094,0.00101,,,,,,
Albania,Memo Items,Marine,CO₂,Gg,,,,,,,,,,,18.54,18.69,19.41,20.34,21.54,41.16,21.42,21.64,21.9,23.5,,,,,,
Albania,Memo Items,Marine,N₂O,Gg,,,,,,,,,,,0.0002,0.0002,0.00021,0.0002,0.0002,0.0002,0.0002,0.0002,0.00024,0.00025,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,3105.94,5063.79,3350.1,3240.58,3388.57,3248.73,3247.67,3405.85,4124.13,4444.97,3111.92668,3499.66768,3609.10868,3784.33968,4038.02068,3956.94,3890.28268,4067.45368,4129.86468,4466.03568,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,1. Energy,CH₄,Gg,8.19,11.25,11.21,11.04,6.74,1.71,6.03,5.31,5.02,4.39,4.72508,4.74608,4.91708,5.12808,5.42908,4.61,5.38108,5.45208,5.50308,5.50408,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,1. Energy,N₂O,Gg,0.1,0.05,0.11,0.1,0.1,0.12,0.09,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.1,0.1,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,2. Industrial Processes,Aggregate F-gases,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,211.11,422.86,252.17,270.13,296.86,304.9,251.52,157.1,142.05,150.35,520.0,852.0,806.0,966.0,1043.0,1118.0,1195.0,1470.0,1599.0,1701.12,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,2. Industrial Processes,HFCs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,2. Industrial Processes,N₂O,Gg,0.04,0.22,0.07,0.04,0.04,0.01,0.01,,,,,,,,,,,,,,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,881.64,849.93,802.47,872.82,942.75,1012.89,1082.82,1082.82,1105.71,1175.64,1552.604,1510.394,1464.4133,1475.744,1464.404,1403.2297,1374.944,1283.353,1204.5937,1130.862,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,CH₄,Gg,41.54,40.03,37.77,41.12,44.45,47.79,51.12,51.12,52.21,55.54,73.78,71.77,69.58,70.12,69.58,66.66,65.32,60.96,57.21,53.7,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,N₂O,Gg,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0104,0.0104,0.01043,0.0104,0.0104,0.01087,0.0104,0.0103,0.01027,0.0102,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,142.94,150.08,176.54,204.47,278.18,317.24,416.57,461.3,458.78,532.49,590.64,592.74,591.69,601.35,647.29,652.96,723.1,730.66,697.48,827.68,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,6. Waste,CH₄,Gg,4.74,5.08,6.34,7.67,11.18,13.04,17.77,19.9,19.78,23.29,24.14,24.24,24.19,24.65,26.69,26.96,30.3,30.66,29.08,35.28,,,,,,
Albania,Total GHG emissions excluding LULUCF/LUCF,6. Waste,N₂O,Gg,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,3105.94,5063.79,3350.1,3240.58,3388.57,3248.73,3247.67,3405.85,4124.13,4444.97,3111.92668,3499.66768,3609.10868,3784.33968,4038.02068,3956.94,3890.28268,4067.45368,4129.86468,4466.03568,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1. Energy,CH₄,Gg,8.19,11.25,11.21,11.04,6.74,1.71,6.03,5.31,5.02,4.39,4.72508,4.74608,4.91708,5.12808,5.42908,4.61,5.38108,5.45208,5.50308,5.50408,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1. Energy,CO₂,Gg,2902.95,4812.04,3080.59,2977.74,3216.03,3175.62,3093.14,3269.54,3997.01,4327.98,2987.9,3372.1,3477.95,3648.75,3896.11,3835.33,3749.38,3925.06,3983.3,4319.45,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1. Energy,N₂O,Gg,0.1,0.05,0.11,0.1,0.1,0.12,0.09,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.1,0.1,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,3104.47,3492.19,3601.61,3776.82,4030.48,3949.38,3882.7,4059.85,4122.24,4458.39,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,CH₄,Gg,,,,,,,,,,,4.37,4.39,4.56,4.77,5.07,4.25,5.02,5.09,5.14,5.14,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,CO₂,Gg,,,,,,,,,,,2987.9,3372.1,3477.95,3648.75,3896.11,3835.33,3749.38,3925.06,3983.3,4319.45,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,N₂O,Gg,,,,,,,,,,,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.1,0.1,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1.B Fugitive Emissions from Fuels,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,7.45668,7.47768,7.49868,7.51968,7.54068,7.56,7.58268,7.60368,7.62468,7.64568,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,1.B Fugitive Emissions from Fuels,CH₄,Gg,,,,,,,,,,,0.35508,0.35608,0.35708,0.35808,0.35908,0.36,0.36108,0.36208,0.36308,0.36408,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,Aggregate F-gases,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,211.11,422.86,252.17,270.13,296.86,304.9,251.52,157.1,142.05,150.35,520.0,852.0,806.0,966.0,1043.0,1118.0,1195.0,1470.0,1599.0,1701.12,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,CO₂,Gg,198.71,354.66,230.47,257.73,284.46,301.8,248.42,157.1,142.05,150.35,520.0,852.0,806.0,966.0,1043.0,1118.0,1195.0,1470.0,1547.0,1623.12,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,HFCs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,N₂O,Gg,0.04,0.22,0.07,0.04,0.04,0.01,0.01,,,,,,,,,,,,,,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.A Mineral Products,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,277.0,530.0,535.0,539.0,543.0,48.0,552.0,755.0,759.0,764.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.A Mineral Products,CO₂,Gg,,,,,,,,,,,277.0,530.0,535.0,539.0,543.0,48.0,552.0,755.0,759.0,764.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.B Chemical Industry,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.B Chemical Industry,CO₂,Gg,,,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.C Metal Production,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,165.0,241.0,230.0,383.0,453.0,523.0,593.0,662.0,732.0,802.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.C Metal Production,CO₂,Gg,,,,,,,,,,,165.0,241.0,230.0,383.0,453.0,523.0,593.0,662.0,732.0,802.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.D Other Production,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,38.0,41.0,41.0,44.0,47.0,547.0,50.0,53.0,56.0,57.12,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.D Other Production,CO₂,Gg,,,,,,,,,,,38.0,41.0,41.0,44.0,47.0,547.0,50.0,53.0,56.0,57.12,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.F Consumption of Halocarbons and SF₆,Aggregate F-gases,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.F Consumption of Halocarbons and SF₆,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,2.F Consumption of Halocarbons and SF₆,HFCs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,881.64,849.93,802.47,872.82,942.75,1012.89,1082.82,1082.82,1105.71,1175.64,1552.604,1510.394,1464.4133,1475.744,1464.404,1403.2297,1374.944,1283.353,1204.5937,1130.862,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4. Agriculture,CH₄,Gg,41.54,40.03,37.77,41.12,44.45,47.79,51.12,51.12,52.21,55.54,73.78,71.77,69.58,70.12,69.58,66.66,65.32,60.96,57.21,53.7,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4. Agriculture,N₂O,Gg,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0104,0.0104,0.01043,0.0104,0.0104,0.01087,0.0104,0.0103,0.01027,0.0102,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,1467.48,1427.37,1383.48,1393.77,1383.48,1324.47,1298.01,1211.07,1136.31,1065.75,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,CH₄,Gg,,,,,,,,,,,69.88,67.97,65.88,66.37,65.88,63.07,61.81,57.67,54.11,50.75,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,81.184,79.294,77.2033,78.244,77.194,74.884,73.204,68.553,64.3437,61.172,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,CH₄,Gg,,,,,,,,,,,3.86,3.77,3.67,3.72,3.67,3.56,3.48,3.26,3.06,2.91,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,N₂O,Gg,,,,,,,,,,,0.0004,0.0004,0.00043,0.0004,0.0004,0.0004,0.0004,0.0003,0.00027,0.0002,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.D Agricultural Soils,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.D Agricultural Soils,N₂O,Gg,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.F Field Burning of Agricultural Residues,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,0.84,0.63,0.63,0.63,0.63,0.7757,0.63,0.63,0.84,0.84,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.F Field Burning of Agricultural Residues,CH₄,Gg,,,,,,,,,,,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,4.F Field Burning of Agricultural Residues,N₂O,Gg,,,,,,,,,,,,,,,,0.00047,,,,,,,,,,
Albania,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,3491.53,3532.08,2013.86,1508.66,1796.04,1515.34,1445.28,1316.39,1094.24,908.8,3303.0,2507.0,2056.0,1719.0,1789.0,1715.0,1638.0,1618.0,1179.0,911.0,,,,,,
